year,week,states,suspected,confirmed,probable,hcw,deaths
22,13,Osun,2.0,,,,
22,13,Plateau,8.0,1.0,,,
22,13,Taraba,4.0,,,,
22,13,Total,204.0,10.0,3.0,0.0,4.0
22,12,Abia,1.0,,,,
22,12,Bauchi,33.0,4.0,,,
22,12,Bayelsa,1.0,,,,
22,12,Benue,5.0,,,,
22,12,Borno,4.0,,,,
22,12,Cross River,1.0,,,,
22,12,Ebonyi,13.0,2.0,,,3.0
22,12,Edo,80.0,6.0,,,
22,12,Enugu,6.0,,,,
22,12,FCT,1.0,,,,
22,12,Gombe,5.0,,,,
22,12,Imo,1.0,,,,
22,12,Jigawa,1.0,,,,
22,12,Kaduna,3.0,,,,
22,12,Kano,2.0,,,,
22,12,Katsina,1.0,,,,
22,12,Kebbi,1.0,,,,
22,12,Kogi,8.0,5.0,,,
22,12,Nasarawa,3.0,,,,
22,12,Ondo,41.0,3.0,,,1.0
22,12,Oyo,1.0,,,,
22,12,Plateau,1.0,1.0,,,
22,12,Taraba,9.0,1.0,,,
22,12,Total,224.0,22.0,0.0,0.0,4.0
22,12,Zamfara,2.0,,,,
22,11,Abia,3.0,,,,
22,11,Adamawa,1.0,,,,
22,11,Anambra,3.0,1.0,,,
22,11,Bauchi,9.0,3.0,,,
22,11,Benue,2.0,,,,
22,11,Borno,1.0,,,,
22,11,Ebonyi,9.0,2.0,,1.0,3.0
22,11,Edo,86.0,4.0,,,1.0
22,11,Enugu,4.0,3.0,,,
22,11,FCT,5.0,,,,
22,11,Gombe,4.0,,,,
22,11,Imo,5.0,,,,
22,11,Jigawa,1.0,,,,
22,11,Kaduna,8.0,,,,
22,11,Kano,5.0,,,,
22,11,Kogi,28.0,5.0,,,
22,11,Kwara,2.0,,,,
22,11,Nasarawa,3.0,1.0,,,
22,11,Ogun,2.0,,,,
22,11,Ondo,35.0,3.0,,,
22,11,Oyo,4.0,1.0,,,
22,11,Plateau,3.0,1.0,,,
22,11,Taraba,9.0,5.0,,,2.0
22,11,Total,233.0,29.0,0.0,1.0,6.0
22,11,Zamfara,1.0,,,,
22,10,Akwa Ibom,1.0,,,,
22,10,Anambra,2.0,,,,
22,10,Bauchi,14.0,1.0,,,
22,10,Benue,2.0,,,,
22,10,Delta,11.0,,,,
22,10,Ebonyi,17.0,4.0,,,1.0
22,10,Edo,114.0,11.0,,,
22,10,Enugu,8.0,,,,
22,10,FCT,5.0,,,,
22,10,Gombe,17.0,3.0,1.0,,
22,10,Imo,4.0,,,,
22,10,Kebbi,2.0,1.0,,,
22,10,Kogi,14.0,4.0,,,
22,10,Nasarawa,7.0,1.0,,,
22,10,Niger,3.0,,,,
22,10,Ondo,31.0,7.0,,,
22,10,Plateau,2.0,,,,
22,10,Taraba,3.0,1.0,,,
22,10,Total,257.0,33.0,1.0,0.0,1.0
22,9,Adamawa,3.0,,,,
22,9,Anambra,6.0,1.0,,,
22,9,Bauchi,24.0,,,,
22,9,Benue,19.0,5.0,,,
22,9,Cross River,2.0,1.0,,,
22,9,Delta,1.0,,,,
22,9,Ebonyi,62.0,7.0,,,1.0
22,9,Edo,102.0,14.0,,,3.0
22,9,Enugu,5.0,1.0,,,
22,9,FCT,4.0,,,,
22,9,Gombe,41.0,4.0,,,3.0
22,9,Jigawa,2.0,,,,
22,9,Kano,2.0,,,,
22,9,Kogi,19.0,7.0,,,
22,9,Kwara,1.0,,,,
22,9,Lagos,1.0,,,,
22,9,Nasarawa,9.0,2.0,,,
22,9,Niger,1.0,,,,
22,9,Ogun,1.0,,,,
22,9,Ondo,45.0,9.0,,1.0,3.0
22,9,Osun,1.0,,,,
22,9,Oyo,8.0,4.0,,4.0,3.0
22,9,Rivers,1.0,1.0,,,
22,9,Taraba,4.0,1.0,,,
22,9,Total,388.0,57.0,0.0,5.0,13.0
22,9,Yobe,24.0,,,,
22,8,Abia,1.0,,,,
22,8,Adamawa,1.0,,,,
22,8,Akwa Ibom,1.0,,,,
22,8,Bauchi,102.0,15.0,,5.0,1.0
22,8,Benue,61.0,1.0,,,1.0
22,8,Cross River,1.0,,,,
22,8,Delta,11.0,,,,
22,8,Ebonyi,10.0,4.0,,,2.0
22,8,Edo,110.0,24.0,,,3.0
22,8,Ekiti,1.0,,,,
22,8,Enugu,9.0,3.0,,,
22,8,FCT,2.0,1.0,,,
22,8,Gombe,22.0,5.0,,,
22,8,Kaduna,5.0,,,,
22,8,Katsina,2.0,,,,
22,8,Kogi,6.0,5.0,,,2.0
22,8,Lagos,1.0,,,,
22,8,Nasarawa,2.0,,,,
22,8,Niger,2.0,,,,
22,8,Ogun,1.0,,,,
22,8,Ondo,74.0,26.0,,,3.0
22,8,Osun,3.0,,,,
22,8,Oyo,3.0,2.0,,,
22,8,Plateau,3.0,1.0,,,
22,8,Sokoto,1.0,,,,
22,8,Taraba,6.0,3.0,,,
22,8,Total,441.0,90.0,0.0,5.0,12.0
22,7,Anambra,2.0,,,,
22,7,Bauchi,69.0,15.0,,1.0,1.0
22,7,Benue,15.0,3.0,,,2.0
22,7,Delta,2.0,1.0,,,
22,7,Ebonyi,17.0,5.0,,,2.0
22,7,Edo,120.0,22.0,,,6.0
22,7,Enugu,12.0,3.0,,,
22,7,FCT,1.0,,,,
22,7,Gombe,3.0,3.0,,,2.0
22,7,Imo,2.0,,,,
22,7,Kano,11.0,,,,
22,7,Kogi,8.0,5.0,,,1.0
22,7,Lagos,1.0,,,,
22,7,Nasarawa,6.0,1.0,,,
22,7,Niger,1.0,,,,
22,7,Ondo,77.0,30.0,,1.0,4.0
22,7,Taraba,7.0,3.0,,,3.0
22,7,Total,356.0,91.0,0.0,2.0,21.0
22,7,Yobe,2.0,,,,
22,6,Adamawa,2.0,,,,
22,6,Anambra,2.0,,,,
22,6,Bauchi,28.0,8.0,,5.0,1.0
22,6,Benue,15.0,3.0,1.0,,
22,6,Cross River,1.0,,,,
22,6,Delta,2.0,,,,
22,6,Ebonyi,24.0,6.0,,,
22,6,Edo,82.0,11.0,,1.0,2.0
22,6,Enugu,12.0,4.0,,,
22,6,FCT,2.0,1.0,,,
22,6,Gombe,3.0,,,,
22,6,Kaduna,1.0,,,,
22,6,Katsina,2.0,,,,
22,6,Kogi,3.0,2.0,,,1.0
22,6,Nasarawa,7.0,2.0,,,
22,6,Niger,1.0,1.0,,,
22,6,Ondo,79.0,35.0,,1.0,5.0
22,6,Plateau,1.0,,,,
22,6,Taraba,11.0,4.0,,,2.0
22,6,Total,278.0,77.0,1.0,7.0,11.0
22,5,Abia,9.0,,,,
22,5,Anambra,3.0,1.0,,,1.0
22,5,Bauchi,52.0,4.0,,,1.0
22,5,Bayelsa,1.0,,,,
22,5,Benue,19.0,,,,
22,5,Delta,10.0,,,,
22,5,Ebonyi,5.0,2.0,,1.0,1.0
22,5,Edo,72.0,15.0,,,1.0
22,5,Ekiti,1.0,,,,
22,5,Enugu,16.0,4.0,,,
22,5,FCT,7.0,,,,
22,5,Katsina,6.0,,,,
22,5,Kogi,2.0,,,,
22,5,Lagos,1.0,,,,
22,5,Nasarawa,7.0,2.0,,,
22,5,Ondo,53.0,18.0,,2.0,2.0
22,5,Oyo,52.0,8.0,,,
22,5,Plateau,1.0,,,,
22,5,Taraba,6.0,4.0,,,
22,5,Total,323.0,58.0,0.0,3.0,6.0
22,4,Bauchi,89.0,14.0,,,
22,4,Benue,,,1.0,,2.0
22,4,Delta,5.0,1.0,,,
22,4,Ebonyi,7.0,,,,
22,4,Edo,63.0,10.0,,,
22,4,Enugu,5.0,2.0,,,2.0
22,4,Kwara,1.0,,,,
22,4,Lagos,2.0,,,,
22,4,Ondo,44.0,15.0,,,2.0
22,4,Oyo,10.0,,,,
22,4,Rivers,3.0,,,,
22,4,Total,229.0,42.0,1.0,0.0,6.0
22,3,Anambra,2.0,,,,
22,3,Bauchi,84.0,18.0,,,1.0
22,3,Bayelsa,1.0,,,,
22,3,Benue,27.0,1.0,,,
22,3,Borno,2.0,,,,
22,3,Cross River,1.0,,,,
22,3,Ebonyi,5.0,3.0,,,1.0
22,3,Edo,82.0,18.0,,,2.0
22,3,FCT,7.0,,,,
22,3,Gombe,1.0,,,,
22,3,Kaduna,5.0,1.0,,,1.0
22,3,Katsina,1.0,1.0,,,1.0
22,3,Kwara,1.0,,,,
22,3,Lagos,5.0,,,,
22,3,Nasarawa,1.0,,,,
22,3,Ogun,2.0,,,,
22,3,Ondo,55.0,28.0,,,6.0
22,3,Oyo,5.0,3.0,,,
22,3,Plateau,4.0,,,,
22,3,Taraba,3.0,1.0,,,
22,3,Total,294.0,74.0,0.0,0.0,11.0
22,1,Bauchi,51.0,14.0,,,
22,1,Benue,3.0,3.0,,1.0,1.0
22,1,Cross River,1.0,1.0,,,
22,1,Ebonyi,4.0,1.0,,,
22,1,Edo,76.0,13.0,,,
22,1,Enugu,2.0,,,,
22,1,FCT,4.0,,,,
22,1,Gombe,2.0,,,,
22,1,Kaduna,11.0,1.0,,,
22,1,Katsina,1.0,,,,
22,1,Kogi,3.0,1.0,,,
22,1,Nasarawa,2.0,,,,
22,1,Ondo,46.0,11.0,,,
22,1,Plateau,6.0,1.0,,,
22,1,Rivers,1.0,,,,
22,1,Taraba,9.0,2.0,,,1.0
22,1,Total,222.0,48.0,0.0,1.0,2.0
21,52,Bauchi,20.0,4.0,,,1.0
21,52,Benue,3.0,,,,
21,52,Borno,2.0,,,,
21,52,Edo,74.0,9.0,,,
21,52,FCT,4.0,1.0,,,
21,52,Jigawa,1.0,,,,
21,52,Kaduna,2.0,1.0,1.0,,
21,52,Kogi,1.0,,,,
21,52,Nasarawa,12.0,,,,
21,52,Ondo,52.0,12.0,,,2.0
21,52,Plateau,1.0,,,,
21,52,Taraba,1.0,1.0,,,
21,52,Total,173.0,28.0,1.0,0.0,3.0
21,51,Abia,3.0,,,,
21,51,Anambra,3.0,,,,
21,51,Bauchi,39.0,18.0,,,
21,51,Delta,2.0,,,,
21,51,Ebonyi,5.0,,,,
21,51,Edo,71.0,6.0,,,1.0
21,51,FCT,5.0,,,,
21,51,Jigawa,1.0,,,,
21,51,Kaduna,7.0,,,,
21,51,Kano,11.0,,,,
21,51,Lagos,1.0,,,,
21,51,Nasarawa,4.0,,,,
21,51,Ondo,32.0,4.0,,,2.0
21,51,Plateau,7.0,1.0,,,
21,51,Rivers,1.0,,,,
21,51,Sokoto,1.0,,,,
21,51,Total,193.0,29.0,0.0,0.0,3.0
21,50,Anambra,1.0,,,,
21,50,Bauchi,10.0,3.0,,,2.0
21,50,Delta,1.0,,,,
21,50,Ebonyi,6.0,1.0,,,1.0
21,50,Edo,93.0,2.0,,,
21,50,FCT,28.0,,,,
21,50,Imo,1.0,,,,
21,50,Kaduna,1.0,,,,
21,50,Lagos,1.0,,,,
21,50,Nasarawa,10.0,,,,
21,50,Ondo,37.0,4.0,,2.0,
21,50,Plateau,1.0,,,,
21,50,Total,190.0,10.0,0.0,2.0,3.0
21,49,Adamawa,1.0,,,,
21,49,Cross River,1.0,,,,
21,49,Delta,1.0,,,,
21,49,Ebonyi,4.0,,,,
21,49,Edo,40.0,3.0,,,
21,49,FCT,9.0,,,,
21,49,Gombe,11.0,,,,
21,49,Jigawa,1.0,,,,
21,49,Katsina,1.0,,,,
21,49,Nasarawa,40.0,2.0,1.0,2.0,2.0
21,49,Ondo,14.0,5.0,,,1.0
21,49,Total,123.0,10.0,1.0,2.0,3.0
21,48,Bauchi,6.0,1.0,,,
21,48,Delta,1.0,,,,
21,48,Edo,49.0,1.0,,,
21,48,Kaduna,1.0,1.0,,,
21,48,Nasarawa,4.0,,,,
21,48,Ondo,18.0,1.0,,,
21,48,Plateau,3.0,,,,
21,48,Total,82.0,4.0,0.0,0.0,0.0
21,47,Bauchi,3.0,1.0,1.0,1.0,
21,47,Delta,2.0,,,,
21,47,Ebonyi,7.0,,,,
21,47,Edo,53.0,1.0,,,
21,47,FCT,1.0,,,,
21,47,Kogi,1.0,,,,
21,47,Kwara,1.0,,,,
21,47,Ondo,22.0,1.0,,,
21,47,Taraba,1.0,,,,
21,47,Total,91.0,3.0,1.0,0.0,0.0
21,46,Bauchi,16.0,2.0,,,1.0
21,46,Delta,3.0,,,,
21,46,Ebonyi,2.0,,,,
21,46,Edo,63.0,4.0,,,
21,46,Kano,1.0,,,,
21,46,Kogi,3.0,,,,
21,46,Kwara,1.0,,,,
21,46,Lagos,1.0,,,,
21,46,Ondo,17.0,3.0,,,
21,46,Oyo,1.0,,,,
21,46,Total,108.0,9.0,0.0,0.0,1.0
21,45,Anambra,1.0,1.0,,,
21,45,Bauchi,1.0,,,,
21,45,Benue,1.0,1.0,,,
21,45,Delta,1.0,,,,
21,45,Ebonyi,2.0,,,,
21,45,Edo,81.0,3.0,,,
21,45,FCT,1.0,,,,
21,45,Kano,1.0,,,,
21,45,Nasarawa,1.0,,,,
21,45,Ondo,20.0,3.0,,,
21,45,Plateau,2.0,,,,
21,45,Taraba,1.0,,,,
21,45,Total,113.0,8.0,0.0,0.0,0.0
21,44,Bauchi,3.0,,,,
21,44,Edo,48.0,5.0,,,
21,44,Kogi,1.0,,,,
21,44,Ondo,16.0,1.0,,,
21,44,Sokoto,2.0,,,,
21,44,Taraba,2.0,1.0,,,
21,44,Total,72.0,7.0,0.0,0.0,0.0
21,43,Benue,1.0,,,,
21,43,Delta,1.0,,,,
21,43,Edo,60.0,1.0,,,
21,43,Gombe,1.0,,,,
21,43,Ondo,14.0,1.0,,,
21,43,Total,77.0,2.0,0.0,0.0,0.0
21,42,Bauchi,3.0,1.0,,,
21,42,Bayelsa,1.0,,,,
21,42,Benue,2.0,,,,
21,42,Delta,1.0,,,,
21,42,Edo,53.0,2.0,,,
21,42,FCT,1.0,,,,
21,42,Imo,1.0,1.0,,,
21,42,Ondo,15.0,4.0,,,
21,42,Osun,1.0,,,,
21,42,Oyo,1.0,,,,
21,42,Plateau,1.0,,,,
21,42,Taraba,1.0,,,,
21,42,Total,81.0,8.0,0.0,0.0,0.0
21,41,Benue,3.0,1.0,,,
21,41,Borno,1.0,,,,
21,41,Edo,39.0,2.0,,,
21,41,Gombe,1.0,,,,
21,41,Jigawa,1.0,,,,
21,41,Kano,2.0,,,,
21,41,Ondo,18.0,4.0,,,
21,41,Plateau,2.0,,,,
21,41,Total,67.0,7.0,0.0,0.0,0.0
21,40,Borno,2.0,,,,
21,40,Edo,38.0,,,,
21,40,Ondo,23.0,4.0,,,1.0
21,40,Total,63.0,4.0,0.0,0.0,1.0
21,39,Borno,2.0,,,,
21,39,Edo,41.0,1.0,,,
21,39,Ondo,8.0,2.0,,,
21,39,Total,51.0,3.0,0.0,0.0,0.0
21,38,Benue,1.0,,,,
21,38,Ebonyi,1.0,,,,
21,38,Edo,60.0,6.0,,,
21,38,Kogi,1.0,1.0,,,
21,38,Ondo,13.0,2.0,,,1.0
21,38,Total,77.0,9.0,0.0,0.0,1.0
21,38,Yobe,1.0,,,,
21,37,Delta,1.0,,,,
21,37,Edo,58.0,1.0,,,
21,37,Ondo,14.0,,,,
21,37,Total,73.0,1.0,0.0,0.0,0.0
21,36,Edo,46.0,,,,
21,36,Gombe,1.0,,,,
21,36,Imo,1.0,,,,
21,36,Ondo,11.0,3.0,,,3.0
21,36,Taraba,1.0,1.0,,,
21,36,Total,60.0,4.0,0.0,0.0,3.0
21,35,Ebonyi,1.0,,,,
21,35,Edo,53.0,,,,
21,35,Imo,1.0,,,,
21,35,Ondo,19.0,,,,
21,35,Total,74.0,0.0,0.0,0.0,0.0
21,34,Edo,57.0,6.0,,,
21,34,FCT,1.0,,,,
21,34,Kwara,1.0,,,,
21,34,Ondo,22.0,3.0,,,
21,34,Oyo,1.0,,,,
21,34,Rivers,1.0,,,,
21,34,Total,83.0,9.0,0.0,0.0,0.0
21,33,Ebonyi,1.0,,,,
21,33,Edo,44.0,1.0,,,
21,33,Lagos,1.0,,,,
21,33,Ondo,12.0,1.0,,,
21,33,Total,58.0,2.0,0.0,0.0,0.0
21,31,Delta,1.0,,,,
21,31,Edo,36.0,1.0,,,
21,31,Kogi,1.0,,,,
21,31,Nasarawa,1.0,,,,
21,31,Ondo,21.0,3.0,,,1.0
21,31,Plateau,1.0,,,,
21,31,Taraba,4.0,,,,
21,31,Total,65.0,4.0,0.0,0.0,1.0
21,29,Delta,1.0,,,,
21,29,Edo,38.0,1.0,,,
21,29,Gombe,2.0,,,,
21,29,Jigawa,1.0,,,,
21,29,Ondo,22.0,2.0,,,1.0
21,29,Rivers,1.0,,,,
21,29,Taraba,1.0,1.0,,,
21,29,Total,66.0,4.0,0.0,0.0,1.0
21,28,Delta,1.0,,,,
21,28,Edo,46.0,2.0,,,
21,28,Ekiti,1.0,,,,
21,28,Imo,1.0,,,,
21,28,Ondo,16.0,3.0,,,
21,28,Plateau,4.0,,,,
21,28,Rivers,1.0,,,,
21,28,Total,70.0,5.0,0.0,0.0,0.0
21,27,Abia,1.0,,,,
21,27,Delta,1.0,,,,
21,27,Edo,40.0,2.0,,,
21,27,FCT,1.0,,,,
21,27,Imo,1.0,,,,
21,27,Kogi,1.0,,,,
21,27,Ondo,21.0,5.0,,,4.0
21,27,Plateau,1.0,,,,
21,27,Rivers,1.0,,,,
21,27,Taraba,1.0,,,,
21,27,Total,69.0,7.0,0.0,0.0,4.0
21,26,Delta,1.0,,,,
21,26,Ebonyi,1.0,,,,
21,26,Edo,37.0,2.0,,,
21,26,FCT,1.0,,,,
21,26,Ondo,27.0,1.0,,,
21,26,Total,67.0,3.0,0.0,0.0,0.0
21,25,Edo,34.0,7.0,,,
21,25,FCT,1.0,,,,
21,25,Ondo,29.0,6.0,,,1.0
21,25,Taraba,1.0,,,,
21,25,Total,65.0,13.0,0.0,0.0,1.0
21,22,Delta,3.0,,,,
21,22,Ebonyi,1.0,,,,
21,22,Edo,34.0,4.0,,,
21,22,Katsina,1.0,,,,
21,22,Niger,1.0,,,,
21,22,Ondo,12.0,2.0,,,1.0
21,22,Total,52.0,6.0,0.0,0.0,1.0
21,20,Bauchi,6.0,,,,
21,20,Benue,3.0,,,,
21,20,Ebonyi,2.0,,,,
21,20,Edo,46.0,4.0,,,
21,20,Enugu,3.0,,,,
21,20,Lagos,1.0,,,,
21,20,Ogun,1.0,,,,
21,20,Ondo,20.0,4.0,,,
21,20,Rivers,1.0,,,,
21,20,Total,83.0,8.0,0.0,0.0,0.0
21,19,Delta,1.0,,,,
21,19,Edo,39.0,,,,
21,19,Gombe,1.0,,,,
21,19,Lagos,2.0,,,,
21,19,Ondo,16.0,1.0,,,1.0
21,19,Taraba,2.0,,,,
21,19,Total,61.0,1.0,0.0,0.0,1.0
21,18,Abia,3.0,,,,
21,18,Bauchi,6.0,2.0,,,
21,18,Borno,1.0,,,,
21,18,Delta,2.0,,,,
21,18,Ebonyi,3.0,1.0,,,
21,18,Edo,29.0,3.0,,,
21,18,Ondo,17.0,4.0,,,
21,18,Total,61.0,10.0,0.0,0.0,0.0
21,17,Bauchi,3.0,,,,
21,17,Benue,1.0,1.0,,,
21,17,Ebonyi,3.0,1.0,,,1.0
21,17,Edo,48.0,3.0,,,
21,17,Gombe,2.0,,,,
21,17,Kano,1.0,,,,
21,17,Ondo,14.0,3.0,,,2.0
21,17,Taraba,1.0,,,,
21,17,Total,73.0,8.0,0.0,0.0,3.0
21,16,Bauchi,4.0,,,,
21,16,Benue,1.0,1.0,,,
21,16,Delta,1.0,,,,
21,16,Edo,36.0,2.0,,,1.0
21,16,Imo,1.0,,,,
21,16,Kogi,2.0,1.0,,,1.0
21,16,Nasarawa,1.0,,,,
21,16,Ondo,12.0,3.0,,1.0,1.0
21,16,Rivers,1.0,,,,
21,16,Total,59.0,7.0,0.0,1.0,2.0
21,15,Adamawa,1.0,,,,
21,15,Bauchi,1.0,,,,
21,15,Benue,2.0,1.0,,,
21,15,Delta,2.0,,,,
21,15,Ebonyi,1.0,,,,
21,15,Edo,30.0,5.0,,,
21,15,Ogun,1.0,,,,
21,15,Taraba,5.0,,,,
21,15,Total,43.0,6.0,0.0,0.0,0.0
21,14,Bauchi,2.0,1.0,,,
21,14,Benue,1.0,,,,
21,14,Delta,1.0,,,,
21,14,Edo,21.0,1.0,,,
21,14,Kaduna,1.0,,,,
21,14,Nasarawa,2.0,,,,
21,14,Ondo,13.0,5.0,,,1.0
21,14,Plateau,1.0,1.0,,,
21,14,Total,43.0,8.0,0.0,0.0,1.0
21,14,Yobe,1.0,,,,
21,13,Bauchi,3.0,,,,
21,13,Delta,1.0,,,,
21,13,Ebonyi,4.0,,,,
21,13,Edo,36.0,,,,
21,13,FCT,1.0,,,,
21,13,Kebbi,1.0,,,,
21,13,Ondo,31.0,3.0,,,
21,13,Taraba,1.0,,,,
21,13,Total,78.0,3.0,0.0,0.0,0.0
21,12,Bauchi,2.0,,,,
21,12,Ebonyi,3.0,,,,
21,12,Edo,55.0,5.0,,,1.0
21,12,Gombe,1.0,,,,
21,12,Kaduna,1.0,,,,
21,12,Ondo,21.0,2.0,,,2.0
21,12,Plateau,1.0,,,,
21,12,Total,84.0,7.0,0.0,0.0,3.0
21,11,Bauchi,3.0,1.0,,,
21,11,Benue,4.0,1.0,,,
21,11,Borno,2.0,,,,
21,11,Delta,4.0,1.0,,,
21,11,Ebonyi,6.0,3.0,,,
21,11,Edo,67.0,10.0,,,
21,11,Jigawa,1.0,,,,
21,11,Kaduna,9.0,,,,
21,11,Kano,3.0,,,,
21,11,Kogi,1.0,1.0,,,
21,11,Lagos,2.0,,,,
21,11,Ondo,31.0,14.0,,,4.0
21,11,Oyo,1.0,,,,
21,11,Plateau,2.0,1.0,,,
21,11,Total,136.0,32.0,0.0,0.0,4.0
21,10,Adamawa,1.0,,,,
21,10,Bauchi,6.0,1.0,,,
21,10,Benue,3.0,,,,
21,10,Delta,1.0,,,,
21,10,Ebonyi,9.0,1.0,,,
21,10,Edo,69.0,14.0,,,
21,10,Enugu,1.0,,,,
21,10,Kaduna,27.0,4.0,,,2.0
21,10,Kano,4.0,,,,
21,10,Kogi,1.0,,,,
21,10,Nasarawa,1.0,,,,
21,10,Ondo,17.0,7.0,,,3.0
21,10,Plateau,2.0,1.0,,,
21,10,Taraba,3.0,2.0,,,1.0
21,10,Total,145.0,30.0,0.0,0.0,6.0
21,9,Anambra,2.0,,,,
21,9,Benue,1.0,1.0,,,
21,9,Delta,1.0,,,,
21,9,Ebonyi,11.0,2.0,,,
21,9,Edo,58.0,13.0,,,1.0
21,9,Enugu,1.0,,,,
21,9,FCT,1.0,,,,
21,9,Kaduna,2.0,1.0,,,
21,9,Lagos,2.0,,,,
21,9,Ondo,20.0,6.0,,2.0,
21,9,Rivers,3.0,,,,
21,9,Taraba,5.0,2.0,,,
21,9,Total,107.0,25.0,0.0,2.0,1.0
21,8,Abia,1.0,1.0,,,
21,8,Bauchi,2.0,2.0,,,
21,8,Benue,3.0,1.0,,,
21,8,Cross River,1.0,,,,
21,8,Delta,2.0,,,,
21,8,Ebonyi,6.0,4.0,,,
21,8,Edo,74.0,10.0,,,3.0
21,8,Enugu,5.0,3.0,,,
21,8,Jigawa,3.0,,,,
21,8,Kaduna,1.0,1.0,,,
21,8,Ondo,28.0,6.0,,,1.0
21,8,Plateau,3.0,3.0,,,
21,8,Taraba,11.0,3.0,,,2.0
21,8,Total,142.0,34.0,0.0,0.0,6.0
21,8,Yobe,1.0,,,,
21,8,Zamfara,1.0,,,,
21,7,Anambra,1.0,,,,
21,7,Bauchi,3.0,,,,
21,7,Cross River,1.0,,,,
21,7,Delta,2.0,,,,
21,7,Ebonyi,8.0,4.0,,,1.0
21,7,Edo,71.0,8.0,,,
21,7,Enugu,1.0,1.0,1.0,1.0,1.0
21,7,Jigawa,1.0,,,,
21,7,Nasarawa,2.0,2.0,,,
21,7,Ondo,17.0,3.0,,,
21,7,Osun,1.0,,,,
21,7,Taraba,5.0,1.0,,,1.0
21,7,Total,113.0,19.0,1.0,1.0,3.0
21,6,Ebonyi,10.0,,,,
21,6,Edo,55.0,10.0,,,2.0
21,6,Jigawa,2.0,,,,
21,6,Kogi,2.0,,,,
21,6,Lagos,1.0,,,,
21,6,Nasarawa,1.0,,,,
21,6,Ondo,15.0,5.0,,,3.0
21,6,Taraba,5.0,2.0,,,1.0
21,6,Total,91.0,17.0,0.0,0.0,6.0
21,5,Abia,1.0,,,,
21,5,Adamawa,4.0,,,,
21,5,Anambra,1.0,,,,
21,5,Bauchi,2.0,,,,
21,5,Benue,2.0,,,,
21,5,Delta,1.0,,,,
21,5,Ebonyi,6.0,,,,
21,5,Edo,64.0,6.0,,,
21,5,Gombe,2.0,,,,
21,5,Lagos,1.0,,,,
21,5,Ondo,15.0,4.0,,,
21,5,Plateau,2.0,,,,
21,5,Taraba,6.0,2.0,,1.0,1.0
21,5,Total,107.0,12.0,0.0,1.0,1.0
21,4,Bauchi,11.0,1.0,,,
21,4,Borno,2.0,,,,
21,4,Delta,1.0,,,,
21,4,Ebonyi,10.0,,,,
21,4,Edo,90.0,4.0,,,
21,4,Ekiti,1.0,,,,
21,4,FCT,1.0,,,,
21,4,Kaduna,1.0,,,,
21,4,Kano,1.0,,,,
21,4,Kogi,1.0,,,,
21,4,Nasarawa,1.0,1.0,,,
21,4,Ondo,23.0,2.0,,,
21,4,Plateau,3.0,2.0,,,
21,4,Taraba,7.0,4.0,,,2.0
21,4,Total,153.0,14.0,0.0,0.0,2.0
21,3,Akwa Ibom,1.0,1.0,,,
21,3,Delta,3.0,,,,
21,3,Edo,87.0,8.0,,,1.0
21,3,FCT,1.0,,,,
21,3,Imo,1.0,,,,
21,3,Ondo,35.0,8.0,,,2.0
21,3,Total,129.0,17.0,0.0,0.0,3.0
21,3,Yobe,1.0,,,,
21,2,Anambra,1.0,,,,
21,2,Borno,3.0,,,,
21,2,Delta,1.0,,,,
21,2,Ebonyi,7.0,1.0,,,
21,2,Edo,88.0,11.0,,,1.0
21,2,Kebbi,1.0,,,,
21,2,Ondo,12.0,,,,
21,2,Taraba,4.0,2.0,,,1.0
21,2,Total,117.0,14.0,0.0,0.0,2.0
21,1,Abia,,2.0,,,
21,1,Bauchi,7.0,2.0,,,2.0
21,1,Ebonyi,5.0,1.0,,,
21,1,Edo,74.0,3.0,,,
21,1,Ondo,18.0,3.0,,,
21,1,Osun,1.0,,,,
21,1,Plateau,2.0,,,,
21,1,Total,109.0,9.0,0.0,0.0,2.0
20,53,Bauchi,3.0,1.0,,,
20,53,Delta,6.0,,,,
20,53,Edo,29.0,5.0,,,
20,53,FCT,1.0,,,,
20,53,Nasarawa,1.0,1.0,,,
20,53,Ondo,8.0,,,,
20,53,Plateau,7.0,1.0,,,
20,53,Taraba,4.0,,,,
20,52,Abia,1.0,,,,
20,52,Bauchi,1.0,1.0,,,
20,52,Delta,2.0,,,,
20,52,Ebonyi,3.0,1.0,,,
20,52,Edo,35.0,1.0,,,
20,52,Enugu,1.0,,,,
20,52,Imo,1.0,,,,
20,52,Ondo,17.0,3.0,,,1.0
20,52,Osun,1.0,,,,
20,52,Taraba,2.0,,,,
20,52,Total,64.0,6.0,0.0,0.0,1.0
20,51,Anambra,1.0,,,,
20,51,Benue,3.0,,,,
20,51,Ebonyi,1.0,,,,
20,51,Edo,39.0,6.0,,,
20,51,Ekiti,5.0,,,,
20,51,Kebbi,,,1.0,,
20,51,Nasarawa,2.0,,,,
20,51,Ondo,25.0,6.0,1.0,1.0,1.0
20,51,Plateau,1.0,,,,
20,51,Total,78.0,12.0,0.0,1.0,1.0
20,50,Akwa Ibom,1.0,,,,
20,50,Bauchi,6.0,,,,
20,50,Delta,5.0,,,,
20,50,Ebonyi,3.0,,,,
20,50,Edo,25.0,2.0,,,
20,50,Ekiti,1.0,,,,
20,50,Enugu,1.0,,,,
20,50,Ondo,11.0,2.0,,,1.0
